id,title,region,era,theme,discord_post,action_prompt,source_key,tags
173,Federation of Southern Cooperatives — What to copy,U.S. South,1967 onward,farmer/land cooperative,"🖤 Black Economics Fact #173: **Federation of Southern Cooperatives**
Copy the principle behind Federation of Southern Cooperatives: use farmer/land cooperative to convert scattered effort into collective power. Technical assistance is a form of power when landowners face hostile markets.

💡 Try it today: Technical assistance is a form of power when landowners face hostile markets.",Technical assistance is a form of power when landowners face hostile markets.,S01,"farmer/land,black-economics,cooperative-economics"
174,Federation of Southern Cooperatives — Discord challenge,U.S. South,1967 onward,farmer/land cooperative,"🖤 Black Economics Fact #174: **Federation of Southern Cooperatives**
Challenge your server to recreate the smallest version of Federation of Southern Cooperatives. Start with one rule, one treasurer, one public ledger, and one shared goal tied to farmer/land cooperative.

💡 Try it today: Technical assistance is a form of power when landowners face hostile markets.",Technical assistance is a form of power when landowners face hostile markets.,S01,"farmer/land,black-economics,cooperative-economics"
175,Federation of Southern Cooperatives — Power move,U.S. South,1967 onward,farmer/land cooperative,"🖤 Black Economics Fact #175: **Federation of Southern Cooperatives**
Federation of Southern Cooperatives proves that economics is not only money; it is coordination. By using farmer/land cooperative, communities turned trust into infrastructure. Technical assistance is a form of power when landowners face hostile markets.

💡 Try it today: Technical assistance is a form of power when landowners face hostile markets.",Technical assistance is a form of power when landowners face hostile markets.,S01,"farmer/land,black-economics,cooperative-economics"
176,Freedom Quilting Bee — Why it mattered,"Alabama, USA",1966 onward,producer cooperative,"🖤 Black Economics Fact #176: **Freedom Quilting Bee**
Freedom Quilting Bee shows that Black economics has often begun with producer cooperative: Black women quilters turned craft skill into collective income, national markets, and community infrastructure. The lesson is simple: Culture can become enterprise when producers own the brand and the market relationship.

💡 Try it today: Culture can become enterprise when producers own the brand and the market relationship.",Culture can become enterprise when producers own the brand and the market relationship.,S01,"producer,black-economics,cooperative-economics"
177,Freedom Quilting Bee — How it worked,"Alabama, USA",1966 onward,producer cooperative,"🖤 Black Economics Fact #177: **Freedom Quilting Bee**
The engine behind Freedom Quilting Bee was producer cooperative. People did not wait for perfect access; they organized Black women quilters turned craft skill into collective income, national markets, and community infrastructure. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Culture can become enterprise when producers own the brand and the market relationship.",Culture can become enterprise when producers own the brand and the market relationship.,S01,"producer,black-economics,cooperative-economics"
178,Freedom Quilting Bee — What to copy,"Alabama, USA",1966 onward,producer cooperative,"🖤 Black Economics Fact #178: **Freedom Quilting Bee**
Copy the principle behind Freedom Quilting Bee: use producer cooperative to convert scattered effort into collective power. Culture can become enterprise when producers own the brand and the market relationship.

💡 Try it today: Culture can become enterprise when producers own the brand and the market relationship.",Culture can become enterprise when producers own the brand and the market relationship.,S01,"producer,black-economics,cooperative-economics"
179,Freedom Quilting Bee — Discord challenge,"Alabama, USA",1966 onward,producer cooperative,"🖤 Black Economics Fact #179: **Freedom Quilting Bee**
Challenge your server to recreate the smallest version of Freedom Quilting Bee. Start with one rule, one treasurer, one public ledger, and one shared goal tied to producer cooperative.

💡 Try it today: Culture can become enterprise when producers own the brand and the market relationship.",Culture can become enterprise when producers own the brand and the market relationship.,S01,"producer,black-economics,cooperative-economics"
180,Freedom Quilting Bee — Power move,"Alabama, USA",1966 onward,producer cooperative,"🖤 Black Economics Fact #180: **Freedom Quilting Bee**
Freedom Quilting Bee proves that economics is not only money; it is coordination. By using producer cooperative, communities turned trust into infrastructure. Culture can become enterprise when producers own the brand and the market relationship.

💡 Try it today: Culture can become enterprise when producers own the brand and the market relationship.",Culture can become enterprise when producers own the brand and the market relationship.,S01,"producer,black-economics,cooperative-economics"
181,Fannie Lou Hamer Freedom Farm — Why it mattered,"Mississippi, USA",1969 onward,food and land cooperative,"🖤 Black Economics Fact #181: **Fannie Lou Hamer Freedom Farm**
Fannie Lou Hamer Freedom Farm shows that Black economics has often begun with food and land cooperative: Freedom Farm pooled land, pigs, crops, and mutual support to fight hunger and dependence. The lesson is simple: Food security is political power: own the land, grow the food, share the surplus.

💡 Try it today: Food security is political power: own the land, grow the food, share the surplus.","Food security is political power: own the land, grow the food, share the surplus.",S01,"food,black-economics,cooperative-economics"
182,Fannie Lou Hamer Freedom Farm — How it worked,"Mississippi, USA",1969 onward,food and land cooperative,"🖤 Black Economics Fact #182: **Fannie Lou Hamer Freedom Farm**
The engine behind Fannie Lou Hamer Freedom Farm was food and land cooperative. People did not wait for perfect access; they organized Freedom Farm pooled land, pigs, crops, and mutual support to fight hunger and dependence. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Food security is political power: own the land, grow the food, share the surplus.","Food security is political power: own the land, grow the food, share the surplus.",S01,"food,black-economics,cooperative-economics"
183,Fannie Lou Hamer Freedom Farm — What to copy,"Mississippi, USA",1969 onward,food and land cooperative,"🖤 Black Economics Fact #183: **Fannie Lou Hamer Freedom Farm**
Copy the principle behind Fannie Lou Hamer Freedom Farm: use food and land cooperative to convert scattered effort into collective power. Food security is political power: own the land, grow the food, share the surplus.

💡 Try it today: Food security is political power: own the land, grow the food, share the surplus.","Food security is political power: own the land, grow the food, share the surplus.",S01,"food,black-economics,cooperative-economics"
184,Fannie Lou Hamer Freedom Farm — Discord challenge,"Mississippi, USA",1969 onward,food and land cooperative,"🖤 Black Economics Fact #184: **Fannie Lou Hamer Freedom Farm**
Challenge your server to recreate the smallest version of Fannie Lou Hamer Freedom Farm. Start with one rule, one treasurer, one public ledger, and one shared goal tied to food and land cooperative.

💡 Try it today: Food security is political power: own the land, grow the food, share the surplus.","Food security is political power: own the land, grow the food, share the surplus.",S01,"food,black-economics,cooperative-economics"
185,Fannie Lou Hamer Freedom Farm — Power move,"Mississippi, USA",1969 onward,food and land cooperative,"🖤 Black Economics Fact #185: **Fannie Lou Hamer Freedom Farm**
Fannie Lou Hamer Freedom Farm proves that economics is not only money; it is coordination. By using food and land cooperative, communities turned trust into infrastructure. Food security is political power: own the land, grow the food, share the surplus.

💡 Try it today: Food security is political power: own the land, grow the food, share the surplus.","Food security is political power: own the land, grow the food, share the surplus.",S01,"food,black-economics,cooperative-economics"
186,Black Panther free breakfast — Why it mattered,United States,1969 onward,survival program,"🖤 Black Economics Fact #186: **Black Panther free breakfast**
Black Panther free breakfast shows that Black economics has often begun with survival program: the Panthers coordinated food donations, volunteer labor, and community kitchens to feed children and expose state neglect. The lesson is simple: A free breakfast can be a prototype for a cooperative food system.

💡 Try it today: A free breakfast can be a prototype for a cooperative food system.",A free breakfast can be a prototype for a cooperative food system.,S03,"survival,black-economics,cooperative-economics"
187,Black Panther free breakfast — How it worked,United States,1969 onward,survival program,"🖤 Black Economics Fact #187: **Black Panther free breakfast**
The engine behind Black Panther free breakfast was survival program. People did not wait for perfect access; they organized the Panthers coordinated food donations, volunteer labor, and community kitchens to feed children and expose state neglect. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A free breakfast can be a prototype for a cooperative food system.",A free breakfast can be a prototype for a cooperative food system.,S03,"survival,black-economics,cooperative-economics"
188,Black Panther free breakfast — What to copy,United States,1969 onward,survival program,"🖤 Black Economics Fact #188: **Black Panther free breakfast**
Copy the principle behind Black Panther free breakfast: use survival program to convert scattered effort into collective power. A free breakfast can be a prototype for a cooperative food system.

💡 Try it today: A free breakfast can be a prototype for a cooperative food system.",A free breakfast can be a prototype for a cooperative food system.,S03,"survival,black-economics,cooperative-economics"
189,Black Panther free breakfast — Discord challenge,United States,1969 onward,survival program,"🖤 Black Economics Fact #189: **Black Panther free breakfast**
Challenge your server to recreate the smallest version of Black Panther free breakfast. Start with one rule, one treasurer, one public ledger, and one shared goal tied to survival program.

💡 Try it today: A free breakfast can be a prototype for a cooperative food system.",A free breakfast can be a prototype for a cooperative food system.,S03,"survival,black-economics,cooperative-economics"
190,Black Panther free breakfast — Power move,United States,1969 onward,survival program,"🖤 Black Economics Fact #190: **Black Panther free breakfast**
Black Panther free breakfast proves that economics is not only money; it is coordination. By using survival program, communities turned trust into infrastructure. A free breakfast can be a prototype for a cooperative food system.

💡 Try it today: A free breakfast can be a prototype for a cooperative food system.",A free breakfast can be a prototype for a cooperative food system.,S03,"survival,black-economics,cooperative-economics"
191,Black Panther cooperative services — Why it mattered,United States,1960s–1970s,survival economics,"🖤 Black Economics Fact #191: **Black Panther cooperative services**
Black Panther cooperative services shows that Black economics has often begun with survival economics: clinics, food programs, rides, and education projects showed mutual aid as organized infrastructure. The lesson is simple: Mutual aid is strongest when it is predictable, scheduled, and accountable.

💡 Try it today: Mutual aid is strongest when it is predictable, scheduled, and accountable.","Mutual aid is strongest when it is predictable, scheduled, and accountable.",S03,"survival,black-economics,cooperative-economics"
192,Black Panther cooperative services — How it worked,United States,1960s–1970s,survival economics,"🖤 Black Economics Fact #192: **Black Panther cooperative services**
The engine behind Black Panther cooperative services was survival economics. People did not wait for perfect access; they organized clinics, food programs, rides, and education projects showed mutual aid as organized infrastructure. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Mutual aid is strongest when it is predictable, scheduled, and accountable.","Mutual aid is strongest when it is predictable, scheduled, and accountable.",S03,"survival,black-economics,cooperative-economics"
193,Black Panther cooperative services — What to copy,United States,1960s–1970s,survival economics,"🖤 Black Economics Fact #193: **Black Panther cooperative services**
Copy the principle behind Black Panther cooperative services: use survival economics to convert scattered effort into collective power. Mutual aid is strongest when it is predictable, scheduled, and accountable.

💡 Try it today: Mutual aid is strongest when it is predictable, scheduled, and accountable.","Mutual aid is strongest when it is predictable, scheduled, and accountable.",S03,"survival,black-economics,cooperative-economics"
194,Black Panther cooperative services — Discord challenge,United States,1960s–1970s,survival economics,"🖤 Black Economics Fact #194: **Black Panther cooperative services**
Challenge your server to recreate the smallest version of Black Panther cooperative services. Start with one rule, one treasurer, one public ledger, and one shared goal tied to survival economics.

💡 Try it today: Mutual aid is strongest when it is predictable, scheduled, and accountable.","Mutual aid is strongest when it is predictable, scheduled, and accountable.",S03,"survival,black-economics,cooperative-economics"
195,Black Panther cooperative services — Power move,United States,1960s–1970s,survival economics,"🖤 Black Economics Fact #195: **Black Panther cooperative services**
Black Panther cooperative services proves that economics is not only money; it is coordination. By using survival economics, communities turned trust into infrastructure. Mutual aid is strongest when it is predictable, scheduled, and accountable.

💡 Try it today: Mutual aid is strongest when it is predictable, scheduled, and accountable.","Mutual aid is strongest when it is predictable, scheduled, and accountable.",S03,"survival,black-economics,cooperative-economics"
196,Ujamaa/Kwanzaa cooperative principle — Why it mattered,United States / Pan-African,1960s onward,cultural economic ethic,"🖤 Black Economics Fact #196: **Ujamaa/Kwanzaa cooperative principle**
Ujamaa/Kwanzaa cooperative principle shows that Black economics has often begun with cultural economic ethic: Ujamaa popularized cooperative economics as a cultural principle: building and maintaining businesses together. The lesson is simple: Culture can teach economics when rituals point toward ownership.

💡 Try it today: Culture can teach economics when rituals point toward ownership.",Culture can teach economics when rituals point toward ownership.,S02,"cultural,black-economics,cooperative-economics"
197,Ujamaa/Kwanzaa cooperative principle — How it worked,United States / Pan-African,1960s onward,cultural economic ethic,"🖤 Black Economics Fact #197: **Ujamaa/Kwanzaa cooperative principle**
The engine behind Ujamaa/Kwanzaa cooperative principle was cultural economic ethic. People did not wait for perfect access; they organized Ujamaa popularized cooperative economics as a cultural principle: building and maintaining businesses together. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Culture can teach economics when rituals point toward ownership.",Culture can teach economics when rituals point toward ownership.,S02,"cultural,black-economics,cooperative-economics"
198,Ujamaa/Kwanzaa cooperative principle — What to copy,United States / Pan-African,1960s onward,cultural economic ethic,"🖤 Black Economics Fact #198: **Ujamaa/Kwanzaa cooperative principle**
Copy the principle behind Ujamaa/Kwanzaa cooperative principle: use cultural economic ethic to convert scattered effort into collective power. Culture can teach economics when rituals point toward ownership.

💡 Try it today: Culture can teach economics when rituals point toward ownership.",Culture can teach economics when rituals point toward ownership.,S02,"cultural,black-economics,cooperative-economics"
199,Ujamaa/Kwanzaa cooperative principle — Discord challenge,United States / Pan-African,1960s onward,cultural economic ethic,"🖤 Black Economics Fact #199: **Ujamaa/Kwanzaa cooperative principle**
Challenge your server to recreate the smallest version of Ujamaa/Kwanzaa cooperative principle. Start with one rule, one treasurer, one public ledger, and one shared goal tied to cultural economic ethic.

💡 Try it today: Culture can teach economics when rituals point toward ownership.",Culture can teach economics when rituals point toward ownership.,S02,"cultural,black-economics,cooperative-economics"
200,Ujamaa/Kwanzaa cooperative principle — Power move,United States / Pan-African,1960s onward,cultural economic ethic,"🖤 Black Economics Fact #200: **Ujamaa/Kwanzaa cooperative principle**
Ujamaa/Kwanzaa cooperative principle proves that economics is not only money; it is coordination. By using cultural economic ethic, communities turned trust into infrastructure. Culture can teach economics when rituals point toward ownership.

💡 Try it today: Culture can teach economics when rituals point toward ownership.",Culture can teach economics when rituals point toward ownership.,S02,"cultural,black-economics,cooperative-economics"
201,Community development corporations — Why it mattered,United States,1960s onward,neighborhood capital,"🖤 Black Economics Fact #201: **Community development corporations**
Community development corporations shows that Black economics has often begun with neighborhood capital: Black-led CDCs used nonprofit structures to build housing, business support, and neighborhood investment. The lesson is simple: A community can own the development pipeline instead of waiting for outsiders.

💡 Try it today: A community can own the development pipeline instead of waiting for outsiders.",A community can own the development pipeline instead of waiting for outsiders.,S14,"neighborhood,black-economics,cooperative-economics"
202,Community development corporations — How it worked,United States,1960s onward,neighborhood capital,"🖤 Black Economics Fact #202: **Community development corporations**
The engine behind Community development corporations was neighborhood capital. People did not wait for perfect access; they organized Black-led CDCs used nonprofit structures to build housing, business support, and neighborhood investment. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A community can own the development pipeline instead of waiting for outsiders.",A community can own the development pipeline instead of waiting for outsiders.,S14,"neighborhood,black-economics,cooperative-economics"
203,Community development corporations — What to copy,United States,1960s onward,neighborhood capital,"🖤 Black Economics Fact #203: **Community development corporations**
Copy the principle behind Community development corporations: use neighborhood capital to convert scattered effort into collective power. A community can own the development pipeline instead of waiting for outsiders.

💡 Try it today: A community can own the development pipeline instead of waiting for outsiders.",A community can own the development pipeline instead of waiting for outsiders.,S14,"neighborhood,black-economics,cooperative-economics"
204,Community development corporations — Discord challenge,United States,1960s onward,neighborhood capital,"🖤 Black Economics Fact #204: **Community development corporations**
Challenge your server to recreate the smallest version of Community development corporations. Start with one rule, one treasurer, one public ledger, and one shared goal tied to neighborhood capital.

💡 Try it today: A community can own the development pipeline instead of waiting for outsiders.",A community can own the development pipeline instead of waiting for outsiders.,S14,"neighborhood,black-economics,cooperative-economics"
205,Community development corporations — Power move,United States,1960s onward,neighborhood capital,"🖤 Black Economics Fact #205: **Community development corporations**
Community development corporations proves that economics is not only money; it is coordination. By using neighborhood capital, communities turned trust into infrastructure. A community can own the development pipeline instead of waiting for outsiders.

💡 Try it today: A community can own the development pipeline instead of waiting for outsiders.",A community can own the development pipeline instead of waiting for outsiders.,S14,"neighborhood,black-economics,cooperative-economics"
206,Black-owned bookstores — Why it mattered,United States,1960s–present,knowledge economy,"🖤 Black Economics Fact #206: **Black-owned bookstores**
Black-owned bookstores shows that Black economics has often begun with knowledge economy: bookstores became hubs for political education, publishing, events, and local commerce. The lesson is simple: A shop can be a school, archive, and marketplace at the same time.

💡 Try it today: A shop can be a school, archive, and marketplace at the same time.","A shop can be a school, archive, and marketplace at the same time.",S14,"knowledge,black-economics,cooperative-economics"
207,Black-owned bookstores — How it worked,United States,1960s–present,knowledge economy,"🖤 Black Economics Fact #207: **Black-owned bookstores**
The engine behind Black-owned bookstores was knowledge economy. People did not wait for perfect access; they organized bookstores became hubs for political education, publishing, events, and local commerce. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: A shop can be a school, archive, and marketplace at the same time.","A shop can be a school, archive, and marketplace at the same time.",S14,"knowledge,black-economics,cooperative-economics"
208,Black-owned bookstores — What to copy,United States,1960s–present,knowledge economy,"🖤 Black Economics Fact #208: **Black-owned bookstores**
Copy the principle behind Black-owned bookstores: use knowledge economy to convert scattered effort into collective power. A shop can be a school, archive, and marketplace at the same time.

💡 Try it today: A shop can be a school, archive, and marketplace at the same time.","A shop can be a school, archive, and marketplace at the same time.",S14,"knowledge,black-economics,cooperative-economics"
209,Black-owned bookstores — Discord challenge,United States,1960s–present,knowledge economy,"🖤 Black Economics Fact #209: **Black-owned bookstores**
Challenge your server to recreate the smallest version of Black-owned bookstores. Start with one rule, one treasurer, one public ledger, and one shared goal tied to knowledge economy.

💡 Try it today: A shop can be a school, archive, and marketplace at the same time.","A shop can be a school, archive, and marketplace at the same time.",S14,"knowledge,black-economics,cooperative-economics"
210,Black-owned bookstores — Power move,United States,1960s–present,knowledge economy,"🖤 Black Economics Fact #210: **Black-owned bookstores**
Black-owned bookstores proves that economics is not only money; it is coordination. By using knowledge economy, communities turned trust into infrastructure. A shop can be a school, archive, and marketplace at the same time.

💡 Try it today: A shop can be a school, archive, and marketplace at the same time.","A shop can be a school, archive, and marketplace at the same time.",S14,"knowledge,black-economics,cooperative-economics"
211,Black radio advertising networks — Why it mattered,United States,1900s,market coordination,"🖤 Black Economics Fact #211: **Black radio advertising networks**
Black radio advertising networks shows that Black economics has often begun with market coordination: Black radio and newspapers helped consumers find Black businesses and helped businesses find loyal markets. The lesson is simple: Visibility is economic infrastructure; make the directory public and updated.

💡 Try it today: Visibility is economic infrastructure; make the directory public and updated.",Visibility is economic infrastructure; make the directory public and updated.,S14,"market,black-economics,cooperative-economics"
212,Black radio advertising networks — How it worked,United States,1900s,market coordination,"🖤 Black Economics Fact #212: **Black radio advertising networks**
The engine behind Black radio advertising networks was market coordination. People did not wait for perfect access; they organized Black radio and newspapers helped consumers find Black businesses and helped businesses find loyal markets. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Visibility is economic infrastructure; make the directory public and updated.",Visibility is economic infrastructure; make the directory public and updated.,S14,"market,black-economics,cooperative-economics"
213,Black radio advertising networks — What to copy,United States,1900s,market coordination,"🖤 Black Economics Fact #213: **Black radio advertising networks**
Copy the principle behind Black radio advertising networks: use market coordination to convert scattered effort into collective power. Visibility is economic infrastructure; make the directory public and updated.

💡 Try it today: Visibility is economic infrastructure; make the directory public and updated.",Visibility is economic infrastructure; make the directory public and updated.,S14,"market,black-economics,cooperative-economics"
214,Black radio advertising networks — Discord challenge,United States,1900s,market coordination,"🖤 Black Economics Fact #214: **Black radio advertising networks**
Challenge your server to recreate the smallest version of Black radio advertising networks. Start with one rule, one treasurer, one public ledger, and one shared goal tied to market coordination.

💡 Try it today: Visibility is economic infrastructure; make the directory public and updated.",Visibility is economic infrastructure; make the directory public and updated.,S14,"market,black-economics,cooperative-economics"
215,Black radio advertising networks — Power move,United States,1900s,market coordination,"🖤 Black Economics Fact #215: **Black radio advertising networks**
Black radio advertising networks proves that economics is not only money; it is coordination. By using market coordination, communities turned trust into infrastructure. Visibility is economic infrastructure; make the directory public and updated.

💡 Try it today: Visibility is economic infrastructure; make the directory public and updated.",Visibility is economic infrastructure; make the directory public and updated.,S14,"market,black-economics,cooperative-economics"
216,Informal lending circles in immigrant communities — Why it mattered,African diaspora,present,trust-based credit,"🖤 Black Economics Fact #216: **Informal lending circles in immigrant communities**
Informal lending circles in immigrant communities shows that Black economics has often begun with trust-based credit: diaspora communities use money pools to fund migration, licensing, inventory, and family obligations. The lesson is simple: Trust can substitute for collateral when the group enforces standards.

💡 Try it today: Trust can substitute for collateral when the group enforces standards.",Trust can substitute for collateral when the group enforces standards.,S05,"trust-based,black-economics,cooperative-economics"
217,Informal lending circles in immigrant communities — How it worked,African diaspora,present,trust-based credit,"🖤 Black Economics Fact #217: **Informal lending circles in immigrant communities**
The engine behind Informal lending circles in immigrant communities was trust-based credit. People did not wait for perfect access; they organized diaspora communities use money pools to fund migration, licensing, inventory, and family obligations. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Trust can substitute for collateral when the group enforces standards.",Trust can substitute for collateral when the group enforces standards.,S05,"trust-based,black-economics,cooperative-economics"
218,Informal lending circles in immigrant communities — What to copy,African diaspora,present,trust-based credit,"🖤 Black Economics Fact #218: **Informal lending circles in immigrant communities**
Copy the principle behind Informal lending circles in immigrant communities: use trust-based credit to convert scattered effort into collective power. Trust can substitute for collateral when the group enforces standards.

💡 Try it today: Trust can substitute for collateral when the group enforces standards.",Trust can substitute for collateral when the group enforces standards.,S05,"trust-based,black-economics,cooperative-economics"
219,Informal lending circles in immigrant communities — Discord challenge,African diaspora,present,trust-based credit,"🖤 Black Economics Fact #219: **Informal lending circles in immigrant communities**
Challenge your server to recreate the smallest version of Informal lending circles in immigrant communities. Start with one rule, one treasurer, one public ledger, and one shared goal tied to trust-based credit.

💡 Try it today: Trust can substitute for collateral when the group enforces standards.",Trust can substitute for collateral when the group enforces standards.,S05,"trust-based,black-economics,cooperative-economics"
220,Informal lending circles in immigrant communities — Power move,African diaspora,present,trust-based credit,"🖤 Black Economics Fact #220: **Informal lending circles in immigrant communities**
Informal lending circles in immigrant communities proves that economics is not only money; it is coordination. By using trust-based credit, communities turned trust into infrastructure. Trust can substitute for collateral when the group enforces standards.

💡 Try it today: Trust can substitute for collateral when the group enforces standards.",Trust can substitute for collateral when the group enforces standards.,S05,"trust-based,black-economics,cooperative-economics"
221,Susu collectors as mobile bankers — Why it mattered,West Africa / diaspora,present,micro-savings service,"🖤 Black Economics Fact #221: **Susu collectors as mobile bankers**
Susu collectors as mobile bankers shows that Black economics has often begun with micro-savings service: collectors meet people where they work, making saving easier than visiting a bank branch. The lesson is simple: Design finance around people’s actual routines, not institutional convenience.

💡 Try it today: Design finance around people’s actual routines, not institutional convenience.","Design finance around people’s actual routines, not institutional convenience.",S05,"micro-savings,black-economics,cooperative-economics"
222,Susu collectors as mobile bankers — How it worked,West Africa / diaspora,present,micro-savings service,"🖤 Black Economics Fact #222: **Susu collectors as mobile bankers**
The engine behind Susu collectors as mobile bankers was micro-savings service. People did not wait for perfect access; they organized collectors meet people where they work, making saving easier than visiting a bank branch. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Design finance around people’s actual routines, not institutional convenience.","Design finance around people’s actual routines, not institutional convenience.",S05,"micro-savings,black-economics,cooperative-economics"
223,Susu collectors as mobile bankers — What to copy,West Africa / diaspora,present,micro-savings service,"🖤 Black Economics Fact #223: **Susu collectors as mobile bankers**
Copy the principle behind Susu collectors as mobile bankers: use micro-savings service to convert scattered effort into collective power. Design finance around people’s actual routines, not institutional convenience.

💡 Try it today: Design finance around people’s actual routines, not institutional convenience.","Design finance around people’s actual routines, not institutional convenience.",S05,"micro-savings,black-economics,cooperative-economics"
224,Susu collectors as mobile bankers — Discord challenge,West Africa / diaspora,present,micro-savings service,"🖤 Black Economics Fact #224: **Susu collectors as mobile bankers**
Challenge your server to recreate the smallest version of Susu collectors as mobile bankers. Start with one rule, one treasurer, one public ledger, and one shared goal tied to micro-savings service.

💡 Try it today: Design finance around people’s actual routines, not institutional convenience.","Design finance around people’s actual routines, not institutional convenience.",S05,"micro-savings,black-economics,cooperative-economics"
225,Susu collectors as mobile bankers — Power move,West Africa / diaspora,present,micro-savings service,"🖤 Black Economics Fact #225: **Susu collectors as mobile bankers**
Susu collectors as mobile bankers proves that economics is not only money; it is coordination. By using micro-savings service, communities turned trust into infrastructure. Design finance around people’s actual routines, not institutional convenience.

💡 Try it today: Design finance around people’s actual routines, not institutional convenience.","Design finance around people’s actual routines, not institutional convenience.",S05,"micro-savings,black-economics,cooperative-economics"
226,Tontines in francophone Africa — Why it mattered,West/Central Africa,longstanding–present,rotating savings,"🖤 Black Economics Fact #226: **Tontines in francophone Africa**
Tontines in francophone Africa shows that Black economics has often begun with rotating savings: tontines help members mobilize lump sums, social insurance, and business support. The lesson is simple: The meeting is as valuable as the money because accountability is social.

💡 Try it today: The meeting is as valuable as the money because accountability is social.",The meeting is as valuable as the money because accountability is social.,S08,"rotating,black-economics,cooperative-economics"
227,Tontines in francophone Africa — How it worked,West/Central Africa,longstanding–present,rotating savings,"🖤 Black Economics Fact #227: **Tontines in francophone Africa**
The engine behind Tontines in francophone Africa was rotating savings. People did not wait for perfect access; they organized tontines help members mobilize lump sums, social insurance, and business support. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: The meeting is as valuable as the money because accountability is social.",The meeting is as valuable as the money because accountability is social.,S08,"rotating,black-economics,cooperative-economics"
228,Tontines in francophone Africa — What to copy,West/Central Africa,longstanding–present,rotating savings,"🖤 Black Economics Fact #228: **Tontines in francophone Africa**
Copy the principle behind Tontines in francophone Africa: use rotating savings to convert scattered effort into collective power. The meeting is as valuable as the money because accountability is social.

💡 Try it today: The meeting is as valuable as the money because accountability is social.",The meeting is as valuable as the money because accountability is social.,S08,"rotating,black-economics,cooperative-economics"
229,Tontines in francophone Africa — Discord challenge,West/Central Africa,longstanding–present,rotating savings,"🖤 Black Economics Fact #229: **Tontines in francophone Africa**
Challenge your server to recreate the smallest version of Tontines in francophone Africa. Start with one rule, one treasurer, one public ledger, and one shared goal tied to rotating savings.

💡 Try it today: The meeting is as valuable as the money because accountability is social.",The meeting is as valuable as the money because accountability is social.,S08,"rotating,black-economics,cooperative-economics"
230,Tontines in francophone Africa — Power move,West/Central Africa,longstanding–present,rotating savings,"🖤 Black Economics Fact #230: **Tontines in francophone Africa**
Tontines in francophone Africa proves that economics is not only money; it is coordination. By using rotating savings, communities turned trust into infrastructure. The meeting is as valuable as the money because accountability is social.

💡 Try it today: The meeting is as valuable as the money because accountability is social.",The meeting is as valuable as the money because accountability is social.,S08,"rotating,black-economics,cooperative-economics"
231,Cameroon njangi — Why it mattered,Cameroon / diaspora,present,rotating savings association,"🖤 Black Economics Fact #231: **Cameroon njangi**
Cameroon njangi shows that Black economics has often begun with rotating savings association: njangi groups combine finance, friendship, and mutual obligation in rotating savings systems. The lesson is simple: Capital grows faster when saving is tied to relationship and reputation.

💡 Try it today: Capital grows faster when saving is tied to relationship and reputation.",Capital grows faster when saving is tied to relationship and reputation.,S05,"rotating,black-economics,cooperative-economics"
232,Cameroon njangi — How it worked,Cameroon / diaspora,present,rotating savings association,"🖤 Black Economics Fact #232: **Cameroon njangi**
The engine behind Cameroon njangi was rotating savings association. People did not wait for perfect access; they organized njangi groups combine finance, friendship, and mutual obligation in rotating savings systems. Today’s version could start as a transparent Discord pledge, dues circle, or buyer club.

💡 Try it today: Capital grows faster when saving is tied to relationship and reputation.",Capital grows faster when saving is tied to relationship and reputation.,S05,"rotating,black-economics,cooperative-economics"
233,Cameroon njangi — What to copy,Cameroon / diaspora,present,rotating savings association,"🖤 Black Economics Fact #233: **Cameroon njangi**
Copy the principle behind Cameroon njangi: use rotating savings association to convert scattered effort into collective power. Capital grows faster when saving is tied to relationship and reputation.

💡 Try it today: Capital grows faster when saving is tied to relationship and reputation.",Capital grows faster when saving is tied to relationship and reputation.,S05,"rotating,black-economics,cooperative-economics"
234,Cameroon njangi — Discord challenge,Cameroon / diaspora,present,rotating savings association,"🖤 Black Economics Fact #234: **Cameroon njangi**
Challenge your server to recreate the smallest version of Cameroon njangi. Start with one rule, one treasurer, one public ledger, and one shared goal tied to rotating savings association.

💡 Try it today: Capital grows faster when saving is tied to relationship and reputation.",Capital grows faster when saving is tied to relationship and reputation.,S05,"rotating,black-economics,cooperative-economics"
